country,state,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
India,Dadra and Nagar Haveli,2589.93,2035.49,1246.73,1887.83,1977.19,1239.33,1735.54,2010.75,1295.2,2347.68,2325.41
India,Daman and Diu,1967.86,1157.59,521.66,1015.17,1146.13,826.57,862.73,1114.1,720.4,1207.26,1189.99
India,Jharkhand,969.34,1414.61,1266.38,1310.82,1223.97,1209.96,1369.12,1256.17,1173.03,1310.34,1333.56
India,Madhya Pradesh,938.96,1164.31,1045.12,1527.86,1008.37,1026.32,1222.57,945.27,992.26,1500.69,1044.11
India,Puducherry,2118.68,1944.04,1435.33,1740.37,1889.69,2369.16,1416.04,1851.62,1710.55,1852.47,1922.5
India,Uttar Pradesh,653.49,1208.62,1132.94,1176.88,823.82,920.63,1044.69,1007.6,1010.81,1056.63,908.88
India,Uttarakhand,882.59,1143.43,885.73,1116.31,857.71,1202.13,872.67,1256.41,1050.84,1115.23,809.01
Japan,Japan,1787.25,1746.65,1724.84,1711.96,1734.92,1789.53,1834.74,1525.13,1828.61,1572.66,1799.6
Japan,Aiti,1947.99,1853.3,1775.41,1679.46,1718.59,1962.89,1794.48,1425.14,1845.11,1763.1,1869.85
Japan,Akita,1743.9,1659.46,1578.02,1901.42,1698.35,1502.34,1620.84,1655.25,1793.1,1293.67,1691.63
Japan,Aomori,1491.93,1446.28,1379.03,1603.91,1424.15,1285.88,1462.52,1416.32,1599.63,1115.35,1373.35
Japan,Ehime,1959.3,2137.51,2065.16,1885.46,1989.4,2128.1,2243.58,1778.54,2208.38,1926.59,2161.86
Japan,Hukui,2314.88,2181.26,2162.09,2237.94,2111.62,2286.36,2247.2,1797.4,2288.53,1914.2,2185.34
Japan,Hukuoka,2181.15,2085.77,2351.3,1810.71,2179.27,2362.18,2509.66,1724.27,2314.27,2119.78,2695.79
Japan,Hukusima,1543.07,1479.53,1361.27,1546.66,1552.16,1491.03,1520.29,1405.93,1478.83,1395.03,1547.73
Japan,Gifu,2032.47,1937.71,1844.16,1895.69,1831.63,1987.69,1893.88,1557.26,1975.01,1758.4,1966.64
Japan,Gunma,1523.24,1500.49,1346.24,1555.7,1503.55,1527.74,1531.05,1374.11,1533.44,1466.59,1535.24
Japan,Hirosima,1733.34,1870.18,1782.24,1725.92,1676.42,1853.73,1951.24,1500.96,1990.81,1610.47,2030.45
Japan,Hokkaidoo,1286.25,1258.73,1290.8,1350.67,1313.5,1243.13,1379.96,1173.39,1368.69,993.02,1052.68
Japan,Hyoogo,1719.42,1778.89,1621.48,1714.8,1553.59,1740.71,1735.69,1431.66,1899.89,1501.21,1778.55
Japan,Ibaraki,1563.56,1407.77,1396.53,1401.66,1515.78,1522.69,1480.48,1307.98,1385.28,1469.64,1479.3
Japan,Isikawa,2122.47,1988.26,1936.77,2109.63,1989,1991.02,2016.79,1674.54,2025.63,1695.38,1975.62
Japan,Iwate,1524.51,1486.5,1356.77,1635.97,1469.72,1324.11,1441.53,1450.44,1599.39,1155.03,1508.58
Japan,Kagawa,1373.12,1550.01,1381.8,1397.82,1289.83,1449.9,1518.22,1234.14,1599.97,1267.75,1493.59
Japan,Kagosima,2656.4,2466.38,2953.95,2005.86,2686.85,2838.16,2923.66,2194.53,2630.44,2526.81,2927.43
Japan,Kanagawa,1943.83,1708.2,1731.24,1662.6,1789.49,1931.75,1850.82,1547.94,1707.69,1877.35,1863.85
Japan,Kooti,2255.57,2475.33,2353.85,2166.22,2260.64,2443.36,2532.24,2060.89,2544.7,2222.61,2407.08
Japan,Kumamoto,2799.31,2597.89,2967.11,2147.39,2758.74,3031.96,3114.33,2186.23,2824.53,2645.11,3308.15
Japan,Kyooto,1759,1784.35,1654.39,1733.21,1594.57,1779.41,1712.28,1442.03,1887.24,1543.83,1760.7
Japan,Mie,2216.16,2295.06,2092.98,2029.93,1967.06,2348.08,2118.87,1748.68,2299.7,2098.91,2200.71
Japan,Miyagi,1479.71,1419.09,1305.08,1535.37,1460.3,1339.25,1396.17,1356.04,1443.08,1203.69,1492.56
Japan,Miyazaki,2938.59,2836.33,3162.19,2336.79,3008.56,3229.67,3351.58,2461.78,2972.55,2782.95,3358.15
Japan,Nagano,1680.01,1639.74,1501.07,1642.52,1588.09,1649.71,1597.82,1400,1648.62,1561.16,1691.63
Japan,Nagasaki,2349.9,2272.49,2572.21,1864.59,2369.49,2527.53,2645.38,1783,2440.54,2330.62,2830.83
Japan,Nara,2303.46,2397.7,2180.81,2112.03,2052.56,2430.03,2202.33,1833.95,2418.16,2151.66,2294.77
Japan,Niigata,1878.07,1748.03,1696.57,1945.08,1896.72,1754.11,1834.96,1613.24,1752.24,1550.52,1818.46
Japan,Ooita,2426.8,2415.39,2588.09,2073.71,2474.11,2642.2,2780.9,2044.38,2563.09,2339.51,2883.78
Japan,Okayama,1622.51,1709,1568.51,1614.88,1485.69,1676.59,1703.64,1369.18,1859.27,1436.8,1780.56
Japan,Okinawa,2439.29,2088.39,2504.43,1878.53,2116.39,1879.63,2320.84,2002.58,2478.67,2694.08,2537.54
Japan,Oosaka,1690.39,1722.91,1578.3,1547.13,1467.48,1733.55,1621.28,1321.48,1772.13,1514.36,1691.06
Japan,Saga,2310.25,2193.29,2484.02,1855.95,2285.84,2491.47,2644.81,1801.83,2415.68,2240.9,2861.18
Japan,Saitama,1459.37,1385.3,1295.97,1387.07,1403.36,1474.94,1438.56,1255.38,1390.18,1436.56,1433.08
Japan,Siga,1921.85,1880.48,1790.02,1805.64,1686.48,1929.28,1828.33,1500.69,1960.43,1668.01,1864.46
Japan,Simane,1869.24,1985.26,1936.37,1890.52,1850.13,1990.89,2103.08,1574.89,2163.87,1749.02,2182.45
Japan,Sizuoka,2151.24,1966.34,1951.88,1809,1968.32,2217.49,2063.02,1623.19,1948.37,2065.23,2099.82
Japan,Totigi,1563.58,1499.17,1384.22,1522.64,1551.97,1564.53,1554.42,1393.87,1504.19,1482.79,1539.25
Japan,Tokusima,1960.12,2196.61,1977.03,1932.95,1857.2,2090.46,2124.74,1748.82,2230.01,1863.69,2097.93
Japan,Tookyoo,1668.36,1527.32,1493.12,1508.17,1580.08,1680.34,1622.99,1394.94,1525.24,1637.78,1607.27
Japan,Tottori,1898.73,1943.96,1831.95,1922.34,1785.79,1986.05,1974.47,1600.96,2143.12,1682.22,2057.74
Japan,Toyama,2274.15,2086.51,2068.47,2225.19,2140.02,2136.64,2163.63,1774.25,2109.92,1830.34,2107.06
Japan,Tiba,1901.76,1591.42,1693.16,1565.23,1758.46,1841.9,1764.51,1495.12,1573.01,1820.05,1766.21
Japan,Wakayama,2415.12,2526.82,2307.96,2212.16,2167.45,2563.66,2372.04,1930.41,2535.78,2225.79,2381.12
Japan,Yamagata,1691.4,1610.03,1506.16,1801.54,1705.01,1528.65,1604.81,1544.77,1629.43,1359.89,1691.68
Japan,Yamaguti,1964.22,2019.96,2072.58,1850.23,1954.03,2108.29,2253.93,1623.72,2201.2,1885.95,2431.71
Japan,Yamanasi,1789.7,1718.42,1606.82,1696.4,1716.59,1842.49,1772.28,1510.81,1732.25,1775.07,1795.4
Kenya,Kenya,650.73,626.92,783.07,740.69,608.32,778.31,686.81,1002.64,806.64,1100.16,791.5
Kenya,Central,1172.1,1084.69,1542.05,1274.62,1079.87,1555.42,1359.53,1699.86,1648.15,2012.55,1473.33
Kenya,Coast,525.9,613.69,617.03,637.02,645.68,784.92,643.28,947.33,750.5,1092.49,704.47
Kenya,Eastern,547.82,547,728.14,625.42,528.94,698.1,605.75,1013.77,661.35,1035.51,646.23
Kenya,Nairobi,809.52,733.21,1020.19,913.97,766.97,1160.48,1082.48,1095.89,1163.29,1478.89,1024.1
Kenya,North Eastern,371.13,464.26,426.37,438.63,379.67,470.41,422.21,726.11,502,677.58,396.59
Kenya,Nyanza,1630.28,1467.43,1782.3,1722.72,1349.73,1672.04,1692.58,1609.89,1674.86,2390.74,1789.81
Kenya,Rift Valley,811.67,666.33,954.41,912.62,681.58,875.83,777.74,1062.69,978.81,1210.33,1036.61
Kenya,Western,1814.7,1479.65,2011.47,2002.22,1390.9,1767.17,1621.5,1971.91,1881.02,2452.96,2020.63
Mexico,Mexico,823.53,692.92,707.03,925.2,861.26,755.19,794.14,790.88,777.72,715.16,687.48
Mexico,Aguascalientes,465.52,343.25,397.04,606.5,527.83,607.89,535.31,467.49,707.74,511.66,464.79
Mexico,Baja California,228.03,164.32,149.04,141.04,166.81,146.89,168.88,159.07,157.66,222.17,146.6
Mexico,Baja California Sur,102.52,106.86,222.15,199.19,267.31,170.59,182.74,170.19,232.45,164,122.09
Mexico,Campeche,1506.1,1392.62,1323.34,1841.1,1464.98,1212.14,1258.96,1304.2,1497.38,1375.2,1415.12
Mexico,Chiapas,2423.91,2196.36,1704.88,2549.43,1961.49,1778.32,1858.11,1818.04,1633.47,1785.12,2143.83
Mexico,Chihuahua,424.69,275.77,353.1,516.77,487.41,538.55,484.04,445.75,391.09,371.95,242.54
Mexico,Coahuila,366.77,174.93,253.49,386.68,331.11,367.73,455.23,323.75,338.56,269.55,231.03
Mexico,Colima,1026.28,999.79,834.3,1223.81,1171.6,927.61,1076.2,1073.49,1319.25,1067.5,1068.14
Mexico,Distrito Federal,1090.33,1037.64,1127.37,1195.85,1299.74,1030.98,1118.46,1258.42,1190.96,1049.88,990.67
Mexico,Durango,600.26,447.41,425.62,622.05,796.15,554.71,672.7,550.66,573.76,470.3,422.94
Mexico,Guanajuato,593.63,491.53,512.43,704.5,685.22,670.6,626.55,606.21,783.14,594.38,543.87
Mexico,Guerrero,1140.58,1113.67,1083.55,1287.74,1220.97,951.19,1118.2,1275.88,1139.99,1074.47,1008.54
Mexico,Hidalgo,1071.2,1006.13,1142.89,1333.12,1289.82,1068.49,1129.27,1236.51,1149.93,1045.47,969.48
Mexico,Jalisco,829.05,769.45,696.9,991.69,974.65,875.54,939.68,853.58,1113.62,850.44,865.24
Mexico,Mexico.1,1001.78,963.59,1026.02,1147.22,1221.42,992.01,1052.58,1158.78,1189.42,1010.43,927.8
Mexico,Michoacan,943.94,901.66,845.09,1108.95,1115.69,921.81,984.21,988.05,1226.86,988.51,901.29
Mexico,Morelos,966.94,926.94,1028.27,1108.71,1121.77,868.69,976.72,1193.79,994.46,920.29,899.7
Mexico,Nayarit,1052.9,1037.42,803.11,1221.28,1303.27,970.93,1232.57,1014.77,1232.26,1013.78,1012.63
Mexico,Nuevo Leon,653.52,303.43,402.66,678.11,590.84,589.09,639.75,496.78,504.9,429.69,439.35
Mexico,Oaxaca,1652.96,1365.14,1428.9,1469.32,1389.44,1106.75,1208.03,1526.81,1170.28,1251.01,1223.51
Mexico,Puebla,1093.41,1008.82,1246.88,1288.96,1292.69,996.87,1089.64,1333.74,1090.04,1018.34,992.02
Mexico,Queretaro,706.64,635.42,648.98,834.78,831.17,705.8,733.76,762.41,796.46,680.92,627.07
Mexico,Quintana Roo,1370.77,1349.19,1335.45,1747.87,1534.96,1143.96,1197.19,1306.48,1496.26,1330.98,1420.3
Mexico,San Luis Potosi,703.64,520.26,543.62,844.93,719.29,685.04,688.73,648.33,655.93,555.7,570.42
Mexico,Sinaloa,593.33,628.95,692.8,801.56,1121.05,761.9,811.1,623.44,777.77,646.08,487.08
Mexico,Sonora,359.09,353.3,342.89,412.75,407.58,498.27,415.97,436.44,394.98,355.13,243.08
Mexico,Tabasco,2333.68,2286.71,2144.83,2987.57,2204.72,2290.98,2152.48,2116.84,2200.89,2245.85,2408.5
Mexico,Tamaulipas,889.1,531.86,565.32,933.18,749.24,690.27,742.4,699.89,564.78,540.61,611.41
Mexico,Tlaxcala,820.42,779.94,934.77,951.96,1015.47,764.73,837.62,1025.82,852.22,781.48,761.31
Mexico,Veracruz,1881.17,1646.55,1952.53,2119.66,1902.08,1593.81,1730.98,1984.13,1596.98,1593.74,1659.11
Mexico,Yucatan,1200.55,1089.23,1087.45,1435.24,1279.5,906.92,990.25,1134.8,1191.55,1242.79,1197.35
Mexico,Zacatecas,462.99,298.24,322.91,541.94,537.68,509.9,522.45,431.17,540.11,409.74,384.99
Russia,Russia,466.67,457.14,473.59,493.81,462.7,474.77,470.76,492.74,466.13,480.01,476.29
Russia,Adygeya Rep.,1040.29,980.45,802.31,1057.75,923.36,927.12,1145.87,1029.08,949.24,840.7,720.95
Russia,Aginskiy Buryatskiy A. Okrug,363.33,278.35,468.53,458.15,307.11,296.12,327.18,327.8,444.54,359.63,453.24
Russia,Altay Rep.,493.92,365.03,493.47,566.79,472.83,535.9,545.31,412.86,418.12,535.47,517.77
Russia,Altayskiy Kray,440.25,374.85,443.35,544.62,518.8,531.19,546.7,444.16,496.13,450.66,451.27
Russia,Amurskaya Oblast,630.8,478.13,648.69,668.84,521.33,497.76,649.25,563.1,551.72,603.43,552.57
Russia,Arkhangelskaya Oblast,585.16,578.39,707.07,569.88,606.03,642.15,564.29,722.12,617.83,743.21,674.43
Russia,Astrakhanskaya Oblast,254.72,275.94,229.1,298,191.17,239.23,320.41,237.46,210.53,225.89,180.81
Russia,Bashkortostan Rep.,397.24,502.72,441.6,532.8,493.82,558.77,511.58,558.69,421.56,520.04,485.97
Russia,Belgorodskaya Oblast,598.13,477.06,597.9,568.71,471.32,524.42,707.71,523.74,531.34,468.95,476.33
Russia,Bryanskaya Oblast,615.14,566.16,749.76,660.4,490.22,530.87,711.94,666.83,579.87,511.2,598.31
Russia,Buryatiya Rep.,434.26,387.39,492.11,485.81,372.14,344.99,419.37,397.34,485.23,412.5,524.71
Russia,Chechnya Rep.,678.04,654.18,589.35,663.61,584.87,549.11,710.88,571.84,561.04,506.65,582.36
Russia,Chelyabinskaya Oblast,342.95,497.3,378.42,462.36,476.35,534.36,490.93,495.76,409.32,464.5,458.08
Russia,Chitinskaya Oblast,409.04,374.78,520.35,492.44,353.44,319.07,394.09,378.96,463.35,375.01,474.89
Russia,Chukotskiy Okrug,315.76,340.58,312.97,364.57,354.7,302.46,314.7,395.21,291.29,349.25,306.91
Russia,Chuvashiya Rep.,433.99,622.74,635.69,596.27,484.38,570.5,613.22,636.17,450.93,532.83,513.2
Russia,Dagestan Rep.,618.42,578.63,521.13,587.18,514.62,514.65,646.88,488.63,501.92,422.93,516.57
Russia,Evenkiyskiy Okrug,451.71,452,356.99,427.07,468.31,475.23,328.33,466.76,428.44,443.92,480.12
Russia,Ingushetiya Rep.,826.53,850.06,720.01,850.38,741.62,691.86,874.92,745.8,697.85,641.93,729.1
Russia,Irkutskaya Oblast,420,396.11,413.11,440.2,382.2,395.87,371.96,417.26,418.08,392.4,458.16
Russia,Ivanovskaya Oblast,545.16,576.62,743,624.36,513.86,624.73,686.77,725.56,558,615.77,631.16
Russia,Kabardino-balkariya Rep.,798.89,907.07,730.03,884.55,794.45,736.83,923.16,830.01,715.18,723.86,715.65
Russia,Kaliningradskaya Oblast,903.57,717.1,813.38,735.43,676,623.06,848.95,912.61,628.91,651.22,714.88
Russia,Kalmykiya Rep.,304.49,325,281.2,331.56,238.71,274.03,374.69,279.75,271.98,260.78,219.29
Russia,Kaluzhskaya Oblast,615.49,624.94,808.05,752.45,497.35,608.17,825.7,785.19,621.44,582.24,733.21
Russia,Kamchatskaya Oblast,789.31,812.76,822.71,803,713.28,740.73,808.61,886.23,802.92,846.23,876.45
Russia,Karatchayevo-cherkesiya Rep.,926.28,1033.92,834.36,998.46,916.86,894.69,1084.27,988.62,839.59,825.43,784.14
Russia,Karelya Rep.,587.04,602.23,751.46,590.19,576.23,644.06,681.14,688.87,576.59,710.49,675.48
Russia,Kemerovskaya Oblast,525.55,462.35,449,642.53,556.17,589.62,494.78,526.78,565.65,503.3,550.68
Russia,Khabarovskiy Kray,668.99,586.64,693.09,701.54,623.15,622.58,689.74,612.77,623.09,657.91,588.84
Russia,Khakasiya Rep.,509.84,433.65,466.9,596.13,509.53,546.12,515.36,563.08,529.27,558.12,532.59
Russia,Khanty-mansyiskiy Okrug,491.51,517.14,517.16,546.99,618.48,644.92,465.66,567.01,576.42,583.59,571.42
Russia,Kirovskaya Oblast,519.11,623.93,691.43,624.98,623.56,664.2,609.09,716.25,572.3,724.48,621.53
Russia,Komi Rep.,538.92,552.72,631.58,549.61,623.35,643.17,552.99,639.49,577.71,682.09,558.53
Russia,Komi-permyatskiy Okrug,547.57,640.57,727.73,687.14,680.78,765.41,632.26,777.58,641.43,834.82,633.63
Russia,Koryakskiy Okrug,503.18,532.79,494.89,519.18,488.35,417.46,488.36,512.34,475.18,496.12,462.62
Russia,Kostromskaya Oblast,567.65,604.38,736.17,573.48,555.93,638.33,635.78,727.91,581.7,692.02,672.8
Russia,Krasnodarskiy Kray,837.11,743.36,612.48,800.31,708.39,720.11,907.07,793.85,750.63,663.37,563.96
Russia,Krasnoyarskiy Kray,578.33,539.17,469.86,628.55,592.35,615.11,474.83,624.44,541.85,600.45,620.53
Russia,Kurganskaya Oblast,303.92,445.02,361.42,418.63,444.68,506.51,439.75,403.55,426.97,412,373.28
Russia,Kurskaya Oblast,618.45,532.33,659.04,633.08,478.6,557.18,749.72,581.78,555.33,497.46,537.15
Russia,Administrative unit not available,356.04,350.65,302.21,365.75,308.44,316.3,409.35,294.53,300.88,251.16,298.25
Russia,Leningradskaya Oblast,668.47,699.45,820.01,619.63,606.92,605.49,787.11,804.93,623.1,764.78,687.91
Russia,Lipetskaya Oblast,527.46,513.28,660.25,630.66,406.34,533.9,729.85,622.13,499.36,489.89,512.4
Russia,Magadanskaya Oblast,400.35,396.48,405.94,446.51,393.83,305.04,400.28,422.58,427.33,380.3,348.07
Russia,Mariy-el Rep.,447.65,631.2,650.29,602.97,522.58,590.52,604.82,651.15,475.81,577.77,542.49
Russia,Mordoviya Rep.,466.78,588.94,662.73,637.19,464.26,554.66,682.08,663.2,463.16,483,497.04
Russia,Moskovskaya Oblast,590.37,614.13,806.58,754.48,501.35,647.22,834.96,799.97,609.33,598.96,729.37
Russia,Moskva,596.09,621.51,830.85,778.56,505.17,668.24,865.51,818.8,621.45,607.26,752.29
Russia,Murmanskaya Oblast,653.73,626.45,711.51,573.74,615.77,647.75,675.27,684.15,582.28,729.67,685.7
Russia,Name Unknown,486.61,470.65,383.69,461.4,408.33,431.89,544,435.93,428.42,395.47,332.28
Russia,Nenetskiy Okrug,443.94,348.22,427.44,379.68,434.71,417.88,379.09,394.08,418.99,445.38,423
Russia,Nizhegorodskaya Oblast,500.29,615.38,714.19,638.13,514.36,603.99,673.7,695.18,501.85,560.03,564.74
Russia,Novgorodskaya Oblast,715.2,678.03,797.82,645.55,637.86,584.15,797.56,837.76,629.48,761.51,677.97
Russia,Novosibirskaya Oblast,400.4,412.87,326.62,515.49,440.01,518.86,426.01,418.15,507.05,386.69,440.53
Russia,Omskaya Oblast,344.92,423.52,357.44,494.04,471.13,554.9,444.83,397.82,522.67,426.31,422.81
Russia,Orenburgskaya Oblast,302.82,402.16,309.01,430.59,349.45,397.22,480.59,385.47,305.61,347.89,346.13
Russia,Orlovskaya Oblast,599.7,558.7,702.12,671.76,462.22,575.51,767.5,655.46,556.68,536.96,594.23
Russia,Penzenskaya Oblast,460.11,542.16,600.79,597.09,436.79,502.93,668.99,617.04,454.85,446.29,454.52
Russia,Permskaya Oblast,539.95,639.7,693.69,699.55,680,788.07,622.98,772.66,624.5,802.54,636.15
Russia,Primorskiy Kray,833.71,608.74,909.77,907.54,804.9,856.12,975.71,736.66,852.1,889.84,955.93
Russia,Pskovskaya Oblast,739.41,624.24,786.73,643.21,651.07,564.96,760.79,841.13,605.38,727.8,676.58
Russia,Rostovskaya Oblast,521.72,464.24,426.35,472.38,427.22,462.34,597.28,470.65,474.04,426.02,374.72
Russia,Ryazanskaya Oblast,487.6,544.96,686.52,664.6,419.49,569.89,736.46,681.82,495.27,488.17,550.92
Russia,Sakha Rep.,318.74,312.01,303.98,334.27,303.3,291.89,320,318.35,299.7,286.49,288.38
Russia,Sakhalinskaya Oblast,916.88,824.85,838.24,930.53,833.81,926.42,820.91,750.22,735.54,654.32,806.47
Russia,Samarskaya Oblast,414.96,556.55,471.77,534.87,421.2,535.23,577.95,522.05,409.11,475.2,441.1
Russia,Sankt-peterburg,693.84,711.11,863.28,621.17,623.88,601.62,815.24,839.24,632.44,780.61,700.71
Russia,Saratovskaya Oblast,391.13,450.25,434.32,495.78,356.5,423.88,564.87,470.07,376.5,372.38,362.76
Russia,Severnaya Osetiya-alaniya Rep.,888.48,958.03,781.75,951.45,849.92,793.36,983.45,844.01,785.32,731.75,801.14
Russia,Smolenskaya Oblast,686.78,648.12,855.74,738.88,560.67,592.15,807.61,816.14,659.97,640.28,735.11
Russia,Stavropolskiy Kray,502.31,538.52,434.36,529.03,455.08,445.59,574.25,488.02,436.6,440.81,388.55
Russia,Sverdlovskaya Oblast,428.34,525.49,540.66,546.46,589.25,651.22,520.86,599.96,523.01,592.6,515.92
Russia,Tambovskaya Oblast,486.93,498.22,625.12,603.66,395.98,502,707.67,625.13,486.51,454.09,462.42
Russia,Tatarstan Rep.,431.76,602.24,576.07,576.87,513.08,582.66,568.47,618.12,456.41,573.58,515.77
Russia,Taymyrskiy Okrug,373.76,365.83,340.25,270.18,348.48,371.2,313.42,332.93,393.67,355.83,375.99
Russia,Tomskaya Oblast,566.32,555.77,388.83,646.4,554.77,678.06,462.72,582.03,620.89,538.58,623.9
Russia,Tulskaya Oblast,559.07,572.69,734.6,709.29,443.26,597.81,787.1,720.19,560.71,542.24,641.48
Russia,Tverskaya Oblast,720.97,695.12,850.01,744.94,634.78,655.66,844.74,879.76,697.56,751.07,776.05
Russia,Tyumenskaya Oblast,370.56,457.52,446.78,495.21,542.37,602.08,452.19,446.68,541.67,484.17,444.61
Russia,Tyva Rep.,533.24,447.5,522.72,597.36,439.28,485.75,613.98,503.5,549.8,582.95,590.94
Russia,Udmurtiya Rep.,480.33,594.22,623.09,608.73,598.65,652.07,561.96,677.42,524.76,696.06,579.26
Russia,Ulyanovskaya Oblast,422.36,579.8,547.86,556.69,447.58,522.81,594.02,577.07,425.55,479.78,459.38
Russia,Ustordynskiy Buryatskiy Okrug,466.91,450.64,458.83,469.77,442.41,378.78,485.01,471.55,473.48,481.08,554.91
Russia,Vladimirskaya Oblast,539.71,578.8,747.44,681.96,492.23,625.31,749.24,736.66,552.11,566.69,627.16
Russia,Volgogradskaya Oblast,383.75,366.37,393.93,428.67,321.1,362.49,490.68,415.05,377.11,345.43,321.07
Russia,Vologodskaya Oblast,614.6,643.96,742,571.09,592.58,638.91,642.06,761.63,617.99,763.49,722.32
Russia,Voronezhskaya Oblast,518.34,465.94,555.31,543.95,402.59,476.56,674.79,540.88,478.22,450.59,443.37
Russia,Yamalo-nenetskiy Okrug,500.58,475.98,434.43,423.45,496.78,489.57,387,481.62,468.5,516.24,501.91
Russia,Yaroslavskaya Oblast,594.12,583.14,744.18,609.81,528.87,624.59,688.93,753.06,595.18,672.26,709.62
Russia,Yevreyskaya A. Oblast,698.83,566.78,752.89,730.22,602.35,706.04,767.19,662.54,575.05,873.21,778.45
Turkey,Turkey,623.08,598.88,680.26,494.23,606.7,624.88,619.92,513.42,669.54,576.44,530.06
Turkey,Adana,791.52,795.5,974.61,552.58,702.35,688.56,747.68,586.1,930.31,845.88,651.97
Turkey,Adiyaman,448.34,555.78,731.85,407.84,465.82,527.11,525.5,359.8,705.72,654.08,528.96
Turkey,Afyon,552.6,543.86,592.12,433.08,563.5,609.51,471.74,480.49,564.6,458.85,446.59
Turkey,Agri,566.88,572.81,458.68,442.81,457.11,535.74,595.07,397.39,552.99,388.35,509.21
Turkey,Aksaray,428.02,402.36,405.68,271.77,382.34,378.54,360.7,320.21,413.1,353.27,309.04
Turkey,Amasya,564.27,523.35,562.84,359.08,534.55,527.17,595.63,470.18,519.25,463.75,393.99
Turkey,Ankara,550.31,452.81,510.99,335.38,525.97,540.23,522.83,426.87,531.05,468.72,399.57
Turkey,Antalya,728.62,675.27,889.48,604.81,739.17,742.73,570.21,593.93,722.58,725.62,579.88
Turkey,Ardahan,721.74,763.31,635.94,649.56,622.76,725.05,850.42,603.38,699.72,537.95,673.56
Turkey,Artvin,774.89,824.49,732.62,727.43,707.03,832.06,982.58,673.39,799.55,599.24,697.4
Turkey,Aydin,859.41,684.81,990.33,801.76,812.38,844.18,665.77,741.47,793.86,794.7,644.56
Turkey,Balikesir,850.16,646.32,875.66,711.95,821.57,761.79,678.28,727.96,761.58,608.85,581.74
Turkey,Bartin,916.42,719.82,845.22,562.78,889.3,904.19,968.44,723.63,855.09,786.96,619.26
Turkey,Batman,515.91,681.06,715.44,566.85,571.98,631.82,721.01,484.02,808.82,727.96,713.2
Turkey,Bayburt,516.64,631.18,549.11,459.06,530.45,600.1,690.23,464.67,611.19,464.69,534.65
Turkey,Bilecik,737.01,552.64,708.03,507.42,694.12,752.81,653.45,592.38,701.23,551.16,553.79
Turkey,Bingol,640.19,787.38,759.41,598.69,638.5,707.33,809.73,521.32,865.27,710.37,713.73
Turkey,Bitlis,630.06,754.05,732.65,625.64,616.47,693.33,815.67,552.41,866.9,702.43,731.56
Turkey,Bolu,791.8,593.81,705.23,493.41,784.83,809.06,772.54,634.45,761.39,661.37,576.67
Turkey,Burdur,574.9,546.95,682.62,512.56,587.7,628.02,465.01,493.73,581.63,529.07,454.09
Turkey,Bursa,913.73,684.96,885.04,654.34,837.29,867.41,767.48,729.9,829.69,620.97,623.35
Turkey,Canakkale,868.07,626.9,828.37,735.78,892.65,752.99,663.7,754.95,772.94,598.05,588.31
Turkey,Cankiri,660.14,528.5,628.21,396.1,665,644.79,669.06,516.12,644.27,590.38,461.96
Turkey,Corum,585.57,504.43,551.94,349.54,560.49,553.25,583.55,461.27,544.16,485.7,390.52
Turkey,Denizli,663.2,590.79,786.03,608.51,667.19,712.24,528.57,575.45,671.47,613.93,520.6
Turkey,Diyarbakir,439,597.31,660.42,468.17,511.59,563.58,598.99,396.16,731.8,657.87,598.01
Turkey,Edirne,804.21,569.7,691.86,620.82,901.74,745.99,621.55,712.49,726.8,512.95,554.66
Turkey,Elazig,495.47,626,692.79,462.72,537.07,575.08,609.45,410.76,735.06,623.55,578.78
Turkey,Erzincan,560.7,644.64,635.26,466.12,545.42,594.14,684.94,473.13,670.22,530.23,562.11
Turkey,Erzurum,599.31,661.69,552.54,514.97,538.16,631.03,721.26,480.09,637.21,460.72,569.7
Turkey,Eskisehir,542.39,455.24,521.36,375.36,520.87,579.21,496.26,458.16,534.12,442.57,434.46
Turkey,Gaziantep,469.31,557.8,806.42,412.25,472.26,534.74,541.21,385.51,739.5,735.86,549.61
Turkey,Giresun,616.5,676.81,670.4,484.22,594.51,630.47,755.36,548.84,658.54,530.2,560.03
Turkey,Gumushane,545.73,633.7,588.53,448.66,542.56,585.2,690.93,481.2,615.04,477.74,524.71
Turkey,Hakkari,470.63,622.46,588.59,565.77,541.68,565.37,660,482.54,746.17,639.08,667.64
Turkey,Hatay,711.83,851.46,1190.97,606.13,763.3,774.65,803.98,615.68,1094.05,1075.94,777.33
Turkey,Icel,632.57,657.7,804.53,452.47,592.54,589.37,565.16,495.98,696.59,728.14,549.01
Turkey,Igdir,485.16,465.78,370.01,356.25,373.73,432.92,472.58,319.08,425.29,285.49,400.08
Turkey,Isparta,618.47,629.59,712.27,500.73,633.13,669.55,510.55,529.78,620.59,548.54,494.26
Turkey,Istanbul,955.44,697.28,840.38,685.39,965.27,882.04,801.33,816.43,866.12,627.35,602.19
Turkey,Izmir,800.11,632.47,888.92,748.77,758.77,742.11,629.17,697.87,728.05,695.16,560.78
Turkey,K.maras,592.44,621.05,780.84,445.23,549.77,562.34,572.76,442.43,752.82,682.25,563.24
Turkey,Karabuk,983.8,775.19,920.4,598.63,953.91,967.33,1038.84,773.57,925.86,860.22,682.63
