,Area,Item,Year,Value
312339,China,Jute,2017,30000.0
312340,China,Jute,2018,27110.0
312341,China,Jute,2019,29934.0
312984,China,Lentils,2010,125000.0
312985,China,Lentils,2011,150000.0
312986,China,Lentils,2012,145000.0
312987,China,Lentils,2013,130000.0
312988,China,Lentils,2014,125000.0
312989,China,Lentils,2015,143000.0
312990,China,Lentils,2016,155181.0
312991,China,Lentils,2017,171888.0
312992,China,Lentils,2018,172173.0
312993,China,Lentils,2019,164239.0
313515,China,Maize,2010,177540788.0
313516,China,Maize,2011,192904232.0
313517,China,Maize,2012,205719284.0
313518,China,Maize,2013,218621905.0
313519,China,Maize,2014,215812100.0
313520,China,Maize,2015,265157307.0
313521,China,Maize,2016,263777750.0
313522,China,Maize,2017,259256299.0
313523,China,Maize,2018,257348659.0
313524,China,Maize,2019,260957662.0
313657,China,"Maize, green",2010,78021.0
313658,China,"Maize, green",2011,88021.0
313659,China,"Maize, green",2012,90010.0
313660,China,"Maize, green",2013,100010.0
313661,China,"Maize, green",2014,107050.0
313662,China,"Maize, green",2015,113381.0
313663,China,"Maize, green",2016,120007.0
313664,China,"Maize, green",2017,126261.0
313665,China,"Maize, green",2018,132515.0
313666,China,"Maize, green",2019,138770.0
313834,China,"Mangoes, mangosteens, guavas",2010,3322646.0
313835,China,"Mangoes, mangosteens, guavas",2011,3259341.0
313836,China,"Mangoes, mangosteens, guavas",2012,3221393.0
313837,China,"Mangoes, mangosteens, guavas",2013,3188203.0
313838,China,"Mangoes, mangosteens, guavas",2014,3045961.0
313839,China,"Mangoes, mangosteens, guavas",2015,2980382.0
313840,China,"Mangoes, mangosteens, guavas",2016,2842920.0
313841,China,"Mangoes, mangosteens, guavas",2017,2809190.0
313842,China,"Mangoes, mangosteens, guavas",2018,2561472.0
313843,China,"Mangoes, mangosteens, guavas",2019,2582791.0
314332,China,Millet,2010,1573508.0
314333,China,Millet,2011,1567776.0
314334,China,Millet,2012,1796042.0
314335,China,Millet,2013,1746527.0
314336,China,Millet,2014,2344715.0
314337,China,Millet,2015,1966479.0
314338,China,Millet,2016,1394529.0
314339,China,Millet,2017,2548316.0
314340,China,Millet,2018,2342196.0
314341,China,Millet,2019,2300379.0
314989,China,Oats,2010,525000.0
314990,China,Oats,2011,740000.0
314991,China,Oats,2012,632500.0
314992,China,Oats,2013,600000.0
314993,China,Oats,2014,500000.0
314994,China,Oats,2015,490864.0
314995,China,Oats,2016,512434.0
314996,China,Oats,2017,512606.0
314997,China,Oats,2018,505840.0
314998,China,Oats,2019,495466.0
315259,China,Oilseeds nes,2010,336634.0
315260,China,Oilseeds nes,2011,330273.0
315261,China,Oilseeds nes,2012,354600.0
315262,China,Oilseeds nes,2013,352000.0
315263,China,Oilseeds nes,2014,345100.0
315264,China,Oilseeds nes,2015,334445.0
315265,China,Oilseeds nes,2016,347651.0
315266,China,Oilseeds nes,2017,323606.0
315267,China,Oilseeds nes,2018,357892.0
315268,China,Oilseeds nes,2019,368233.0
315967,China,Oranges,2010,5803289.0
315968,China,Oranges,2011,6867029.0
315969,China,Oranges,2012,7258745.0
315970,China,Oranges,2013,7466496.0
315971,China,Oranges,2014,7964133.0
315972,China,Oranges,2015,8191678.0
315973,China,Oranges,2016,8414043.0
315974,China,Oranges,2017,8712625.0
315975,China,Oranges,2018,9984173.0
315976,China,Oranges,2019,10583357.0
316144,China,Papayas,2010,158893.0
316145,China,Papayas,2011,182655.0
316146,China,Papayas,2012,165378.0
316147,China,Papayas,2013,152713.0
316148,China,Papayas,2014,150834.0
316149,China,Papayas,2015,151840.0
316150,China,Papayas,2016,143828.0
316151,China,Papayas,2017,164673.0
316152,China,Papayas,2018,167641.0
316153,China,Papayas,2019,163914.0
318017,China,Potatoes,2010,76592184.0
318018,China,Potatoes,2011,81636345.0
318019,China,Potatoes,2012,84403933.0
318020,China,Potatoes,2013,85930827.0
318021,China,Potatoes,2014,84211784.0
318022,China,Potatoes,2015,82893207.0
318023,China,Potatoes,2016,84986523.0
318024,China,Potatoes,2017,88536429.0
318025,China,Potatoes,2018,90321442.0
318026,China,Potatoes,2019,91881397.0
319000,China,"Rice, paddy",2010,197212003.0
319001,China,"Rice, paddy",2011,202667169.0
319002,China,"Rice, paddy",2012,205936129.0
319003,China,"Rice, paddy",2013,205201696.0
319004,China,"Rice, paddy",2014,208239610.0
319005,China,"Rice, paddy",2015,213723732.0
319006,China,"Rice, paddy",2016,212681776.0
319007,China,"Rice, paddy",2017,214429949.0
319008,China,"Rice, paddy",2018,214078796.0
319009,China,"Rice, paddy",2019,211405211.0
319059,China,"Rice, paddy (rice milled equivalent)",2010,131540406.0
319060,China,"Rice, paddy (rice milled equivalent)",2011,135179002.0
319061,China,"Rice, paddy (rice milled equivalent)",2012,137359398.0
319062,China,"Rice, paddy (rice milled equivalent)",2013,136869531.0
319063,China,"Rice, paddy (rice milled equivalent)",2014,138895820.0
319064,China,"Rice, paddy (rice milled equivalent)",2015,142553729.0
319065,China,"Rice, paddy (rice milled equivalent)",2016,141858745.0
319066,China,"Rice, paddy (rice milled equivalent)",2017,143024776.0
319067,China,"Rice, paddy (rice milled equivalent)",2018,142790557.0
319068,China,"Rice, paddy (rice milled equivalent)",2019,141007276.0
319889,China,Seed cotton,2010,17910000.0
319890,China,Seed cotton,2011,19766876.0
319891,China,Seed cotton,2012,20520000.0
319892,China,Seed cotton,2013,18930000.0
319893,China,Seed cotton,2014,18534950.0
319894,China,Seed cotton,2015,16830000.0
319895,China,Seed cotton,2016,16029000.0
319896,China,Seed cotton,2017,17130303.0
319897,China,Seed cotton,2018,18493333.0
319898,China,Seed cotton,2019,23504576.0
320597,China,Soybeans,2010,15083504.0
320598,China,Soybeans,2011,14485405.0
320599,China,Soybeans,2012,13011059.0
320600,China,Soybeans,2013,11951879.0
320601,China,Soybeans,2014,12155173.0
320602,China,Soybeans,2015,11787725.0
320603,China,Soybeans,2016,12791955.0
320604,China,Soybeans,2017,15287174.0
320605,China,Soybeans,2018,15971504.0
320606,China,Soybeans,2019,15728776.0
321460,China,Sugar beet,2010,9296200.0
321461,China,Sugar beet,2011,10730800.0
321462,China,Sugar beet,2012,11740400.0
321463,China,Sugar beet,2013,9259800.0
321464,China,Sugar beet,2014,8000400.0
321465,China,Sugar beet,2015,5088000.0
321466,China,Sugar beet,2016,8545000.0
321467,China,Sugar beet,2017,9384100.0
321468,China,Sugar beet,2018,11276600.0
321469,China,Sugar beet,2019,12272900.0
321637,China,Sugar cane,2010,111501183.0
321638,China,Sugar cane,2011,115123160.0
321639,China,Sugar cane,2012,123691417.0
321640,China,Sugar cane,2013,128735138.0
321641,China,Sugar cane,2014,126153469.0
321642,China,Sugar cane,2015,107728911.0
321643,China,Sugar cane,2016,103788445.0
321644,China,Sugar cane,2017,104906005.0
321645,China,Sugar cane,2018,108718971.0
321646,China,Sugar cane,2019,109963447.0
322675,China,Tea,2010,1467467.0
322676,China,Tea,2011,1640310.0
322677,China,Tea,2012,1804655.0
322678,China,Tea,2013,1939175.0
322679,China,Tea,2014,2110770.0
322680,China,Tea,2015,2291405.0
322681,China,Tea,2016,2326018.0
322682,China,Tea,2017,2473843.0
322683,China,Tea,2018,2625138.0
322684,China,Tea,2019,2791837.0
322852,China,"Tobacco, unmanufactured",2010,3005928.0
322853,China,"Tobacco, unmanufactured",2011,3158737.0
322854,China,"Tobacco, unmanufactured",2012,3408142.0
322855,China,"Tobacco, unmanufactured",2013,3375400.0
322856,China,"Tobacco, unmanufactured",2014,2997050.0
322857,China,"Tobacco, unmanufactured",2015,2678604.0
322858,China,"Tobacco, unmanufactured",2016,2575371.0
322859,China,"Tobacco, unmanufactured",2017,2392335.0
322860,China,"Tobacco, unmanufactured",2018,2242070.0
322861,China,"Tobacco, unmanufactured",2019,2611610.0
324144,China,Watermelons,2010,60736025.0
324145,China,Watermelons,2011,60250643.0
324146,China,Watermelons,2012,60534367.0
324147,China,Watermelons,2013,61223390.0
324148,China,Watermelons,2014,61702430.0
324149,China,Watermelons,2015,62888866.0
324150,China,Watermelons,2016,62407633.0
324151,China,Watermelons,2017,63357881.0
324152,China,Watermelons,2018,61757746.0
324153,China,Watermelons,2019,60861241.0
324321,China,Wheat,2010,115186178.0
324322,China,Wheat,2011,117414034.0
324323,China,Wheat,2012,121030059.0
324324,China,Wheat,2013,121930527.0
324325,China,Wheat,2014,126215211.0
324326,China,Wheat,2015,132646335.0
324327,China,Wheat,2016,133274638.0
324328,China,Wheat,2017,134246679.0
324329,China,Wheat,2018,131446596.0
324330,China,Wheat,2019,133601131.0
367486,Colombia,Apples,2010,1638.0
367487,Colombia,Apples,2011,1219.0
367488,Colombia,Apples,2012,2190.0
367489,Colombia,Apples,2013,2547.0
367490,Colombia,Apples,2014,2247.0
367491,Colombia,Apples,2015,2506.0
367492,Colombia,Apples,2016,2259.0
367493,Colombia,Apples,2017,3065.0
367494,Colombia,Apples,2018,4734.0
367495,Colombia,Apples,2019,5053.0
367989,Colombia,Bananas,2010,2019625.0
367990,Colombia,Bananas,2011,2042926.0
367991,Colombia,Bananas,2012,3500370.0
367992,Colombia,Bananas,2013,3769651.0
367993,Colombia,Bananas,2014,3263891.0
367994,Colombia,Bananas,2015,3705343.0
367995,Colombia,Bananas,2016,3691163.0
367996,Colombia,Bananas,2017,2020915.0
367997,Colombia,Bananas,2018,2567169.0
367998,Colombia,Bananas,2019,2914419.0
368166,Colombia,Barley,2010,11747.0
368167,Colombia,Barley,2011,5475.0
368168,Colombia,Barley,2012,8288.0
368169,Colombia,Barley,2013,12978.0
368170,Colombia,Barley,2014,13868.0
368171,Colombia,Barley,2015,8137.0
368172,Colombia,Barley,2016,11545.0
368173,Colombia,Barley,2017,5510.0
368174,Colombia,Barley,2018,10004.0
368175,Colombia,Barley,2019,8527.0
369507,Colombia,Chick peas,2010,
369508,Colombia,Chick peas,2011,
369509,Colombia,Chick peas,2012,54.0
369510,Colombia,Chick peas,2013,87.0
369511,Colombia,Chick peas,2014,75.0
369512,Colombia,Chick peas,2015,120.0
369513,Colombia,Chick peas,2016,158.0
369514,Colombia,Chick peas,2017,250.0
369515,Colombia,Chick peas,2018,256.0
369516,Colombia,Chick peas,2019,82.0
370014,Colombia,Coconuts,2010,101105.0
370015,Colombia,Coconuts,2011,112380.0
370016,Colombia,Coconuts,2012,114585.0
370017,Colombia,Coconuts,2013,114708.0
370018,Colombia,Coconuts,2014,129633.0
370019,Colombia,Coconuts,2015,130662.0
370020,Colombia,Coconuts,2016,135908.0
370021,Colombia,Coconuts,2017,142235.0
370022,Colombia,Coconuts,2018,140249.0
370023,Colombia,Coconuts,2019,145578.0
370191,Colombia,"Coffee, green",2010,535380.0
370192,Colombia,"Coffee, green",2011,468540.0
370193,Colombia,"Coffee, green",2012,462000.0
370194,Colombia,"Coffee, green",2013,653160.0
370195,Colombia,"Coffee, green",2014,728400.0
370196,Colombia,"Coffee, green",2015,827750.0
370197,Colombia,"Coffee, green",2016,818243.0
370198,Colombia,"Coffee, green",2017,851640.0
370199,Colombia,"Coffee, green",2018,813420.0
370200,Colombia,"Coffee, green",2019,885120.0
371581,Colombia,Grapes,2010,37380.0
371582,Colombia,Grapes,2011,24153.0
371583,Colombia,Grapes,2012,25031.0
371584,Colombia,Grapes,2013,25631.0
371585,Colombia,Grapes,2014,24519.0
371586,Colombia,Grapes,2015,24951.0
371587,Colombia,Grapes,2016,29152.0
371588,Colombia,Grapes,2017,30299.0
371589,Colombia,Grapes,2018,57472.0
371590,Colombia,Grapes,2019,67632.0
372074,Colombia,Lentils,2010,1200.0
372075,Colombia,Lentils,2011,1215.0
372076,Colombia,Lentils,2012,1250.0
372077,Colombia,Lentils,2013,1250.0
372078,Colombia,Lentils,2014,1259.0
372079,Colombia,Lentils,2015,1407.0
372080,Colombia,Lentils,2016,1488.0
372081,Colombia,Lentils,2017,1543.0
372082,Colombia,Lentils,2018,1598.0
372083,Colombia,Lentils,2019,1653.0
372428,Colombia,Maize,2010,1421868.0
372429,Colombia,Maize,2011,1719795.0
372430,Colombia,Maize,2012,1872855.0
372431,Colombia,Maize,2013,1779069.0
372432,Colombia,Maize,2014,1803039.0
372433,Colombia,Maize,2015,1471026.0
372434,Colombia,Maize,2016,1295089.0
372435,Colombia,Maize,2017,1329856.0
372436,Colombia,Maize,2018,1378368.0
372437,Colombia,Maize,2019,1394863.0
372605,Colombia,"Mangoes, mangosteens, guavas",2010,201029.0
372606,Colombia,"Mangoes, mangosteens, guavas",2011,221015.0
372607,Colombia,"Mangoes, mangosteens, guavas",2012,376295.0
372608,Colombia,"Mangoes, mangosteens, guavas",2013,395539.0
372609,Colombia,"Mangoes, mangosteens, guavas",2014,273112.0
372610,Colombia,"Mangoes, mangosteens, guavas",2015,318628.0
372611,Colombia,"Mangoes, mangosteens, guavas",2016,301529.0
372612,Colombia,"Mangoes, mangosteens, guavas",2017,422038.0
372613,Colombia,"Mangoes, mangosteens, guavas",2018,416736.0
372614,Colombia,"Mangoes, mangosteens, guavas",2019,551190.0
373040,Colombia,Oats,2010,
373041,Colombia,Oats,2011,
373042,Colombia,Oats,2012,
373043,Colombia,Oats,2013,
373044,Colombia,Oats,2014,
373045,Colombia,Oats,2015,
373046,Colombia,Oats,2016,
373047,Colombia,Oats,2017,
373048,Colombia,Oats,2018,
373049,Colombia,Oats,2019,
373571,Colombia,Oranges,2010,228129.0
373572,Colombia,Oranges,2011,260715.0
373573,Colombia,Oranges,2012,229229.0
373574,Colombia,Oranges,2013,245267.0
373575,Colombia,Oranges,2014,233342.0
373576,Colombia,Oranges,2015,268750.0
373577,Colombia,Oranges,2016,294895.0
373578,Colombia,Oranges,2017,331502.0
373579,Colombia,Oranges,2018,338418.0
373580,Colombia,Oranges,2019,351200.0
373748,Colombia,Papayas,2010,157620.0
373749,Colombia,Papayas,2011,153120.0
373750,Colombia,Papayas,2012,165788.0
373751,Colombia,Papayas,2013,167549.0
373752,Colombia,Papayas,2014,155290.0
373753,Colombia,Papayas,2015,176220.0
373754,Colombia,Papayas,2016,177458.0
373755,Colombia,Papayas,2017,168594.0
373756,Colombia,Papayas,2018,125328.0
373757,Colombia,Papayas,2019,144967.0
374413,Colombia,Pigeon peas,2010,881.0
374414,Colombia,Pigeon peas,2011,869.0
374415,Colombia,Pigeon peas,2012,1003.0
374416,Colombia,Pigeon peas,2013,1252.0
374417,Colombia,Pigeon peas,2014,322.0
374418,Colombia,Pigeon peas,2015,547.0
374419,Colombia,Pigeon peas,2016,944.0
374420,Colombia,Pigeon peas,2017,825.0
374421,Colombia,Pigeon peas,2018,694.0
374422,Colombia,Pigeon peas,2019,766.0
375083,Colombia,Potatoes,2010,1867899.0
375084,Colombia,Potatoes,2011,1709950.0
375085,Colombia,Potatoes,2012,1847145.0
375086,Colombia,Potatoes,2013,2129319.0
375087,Colombia,Potatoes,2014,2157568.0
375088,Colombia,Potatoes,2015,2582147.0
375089,Colombia,Potatoes,2016,3034031.0
375090,Colombia,Potatoes,2017,3706563.0
375091,Colombia,Potatoes,2018,3018999.0
375092,Colombia,Potatoes,2019,3123804.0
375548,Colombia,"Rice, paddy",2010,1988191.0
375549,Colombia,"Rice, paddy",2011,2009945.0
375550,Colombia,"Rice, paddy",2012,2317710.0
375551,Colombia,"Rice, paddy",2013,1996580.0
375552,Colombia,"Rice, paddy",2014,2206525.0
375553,Colombia,"Rice, paddy",2015,2488519.0
375554,Colombia,"Rice, paddy",2016,3059204.0
375555,Colombia,"Rice, paddy",2017,3292983.0
375556,Colombia,"Rice, paddy",2018,2944860.0
375557,Colombia,"Rice, paddy",2019,3012311.0
375607,Colombia,"Rice, paddy (rice milled equivalent)",2010,1326123.0
375608,Colombia,"Rice, paddy (rice milled equivalent)",2011,1340633.0
375609,Colombia,"Rice, paddy (rice milled equivalent)",2012,1545913.0
375610,Colombia,"Rice, paddy (rice milled equivalent)",2013,1331719.0
375611,Colombia,"Rice, paddy (rice milled equivalent)",2014,1471752.0
375612,Colombia,"Rice, paddy (rice milled equivalent)",2015,1659842.0
375613,Colombia,"Rice, paddy (rice milled equivalent)",2016,2040489.0
375614,Colombia,"Rice, paddy (rice milled equivalent)",2017,2196420.0
375615,Colombia,"Rice, paddy (rice milled equivalent)",2018,1964222.0
375616,Colombia,"Rice, paddy (rice milled equivalent)",2019,2009211.0
376005,Colombia,Seed cotton,2010,89485.0
376006,Colombia,Seed cotton,2011,96508.0
376007,Colombia,Seed cotton,2012,97474.0
376008,Colombia,Seed cotton,2013,64194.0
376009,Colombia,Seed cotton,2014,83498.0
376010,Colombia,Seed cotton,2015,84803.0
376011,Colombia,Seed cotton,2016,75253.0
376012,Colombia,Seed cotton,2017,23394.0
376013,Colombia,Seed cotton,2018,30393.0
376014,Colombia,Seed cotton,2019,60155.0
376536,Colombia,Soybeans,2010,54207.0
376537,Colombia,Soybeans,2011,75436.0
376538,Colombia,Soybeans,2012,86634.0
376539,Colombia,Soybeans,2013,85942.0
376540,Colombia,Soybeans,2014,90126.0
376541,Colombia,Soybeans,2015,87667.0
376542,Colombia,Soybeans,2016,80548.0
376543,Colombia,Soybeans,2017,80106.0
376544,Colombia,Soybeans,2018,92231.0
376545,Colombia,Soybeans,2019,114056.0
377145,Colombia,Sugar beet,2010,15095.0
377146,Colombia,Sugar beet,2011,21367.0
377147,Colombia,Sugar beet,2012,34350.0
377148,Colombia,Sugar beet,2013,30948.0
377149,Colombia,Sugar beet,2014,30186.0
377150,Colombia,Sugar beet,2015,28576.0
377151,Colombia,Sugar beet,2016,30099.0
377152,Colombia,Sugar beet,2017,31134.0
377153,Colombia,Sugar beet,2018,32169.0
377154,Colombia,Sugar beet,2019,33204.0
377322,Colombia,Sugar cane,2010,32538976.0
377323,Colombia,Sugar cane,2011,34889672.0
377324,Colombia,Sugar cane,2012,33336953.0
377325,Colombia,Sugar cane,2013,34876333.0
377326,Colombia,Sugar cane,2014,38157132.0
377327,Colombia,Sugar cane,2015,36139166.0
377328,Colombia,Sugar cane,2016,34759606.0
377329,Colombia,Sugar cane,2017,23389039.0
377330,Colombia,Sugar cane,2018,33454409.0
377331,Colombia,Sugar cane,2019,32662952.0
377734,Colombia,Tea,2010,134.0
377735,Colombia,Tea,2011,134.0
377736,Colombia,Tea,2012,134.0
377737,Colombia,Tea,2013,125.0
377738,Colombia,Tea,2014,144.0
377739,Colombia,Tea,2015,149.0
377740,Colombia,Tea,2016,149.0
377741,Colombia,Tea,2017,132.0
377742,Colombia,Tea,2018,157.0
377743,Colombia,Tea,2019,159.0
377911,Colombia,"Tobacco, unmanufactured",2010,10760.0
377912,Colombia,"Tobacco, unmanufactured",2011,17838.0
377913,Colombia,"Tobacco, unmanufactured",2012,22267.0
377914,Colombia,"Tobacco, unmanufactured",2013,22604.0
377915,Colombia,"Tobacco, unmanufactured",2014,28600.0
377916,Colombia,"Tobacco, unmanufactured",2015,10475.0
377917,Colombia,"Tobacco, unmanufactured",2016,10475.0
377918,Colombia,"Tobacco, unmanufactured",2017,16329.0
377919,Colombia,"Tobacco, unmanufactured",2018,10599.0
377920,Colombia,"Tobacco, unmanufactured",2019,10437.0
378566,Colombia,Watermelons,2010,100166.0
378567,Colombia,Watermelons,2011,92949.0
378568,Colombia,Watermelons,2012,109040.0
378569,Colombia,Watermelons,2013,127739.0
378570,Colombia,Watermelons,2014,190845.0
378571,Colombia,Watermelons,2015,129750.0
378572,Colombia,Watermelons,2016,136325.0
378573,Colombia,Watermelons,2017,190167.0
378574,Colombia,Watermelons,2018,159027.0
378575,Colombia,Watermelons,2019,248247.0
378743,Colombia,Wheat,2010,15147.0
378744,Colombia,Wheat,2011,12754.0
378745,Colombia,Wheat,2012,8990.0
378746,Colombia,Wheat,2013,8346.0
378747,Colombia,Wheat,2014,6488.0
378748,Colombia,Wheat,2015,9891.0
378749,Colombia,Wheat,2016,13550.0
378750,Colombia,Wheat,2017,5479.0
378751,Colombia,Wheat,2018,6399.0
378752,Colombia,Wheat,2019,5684.0
596876,France,Apples,2010,1751269.0
596877,France,Apples,2011,1762640.0
596878,France,Apples,2012,1306333.0
596879,France,Apples,2013,1688158.0
596880,France,Apples,2014,1847551.0
596881,France,Apples,2015,1968628.0
596882,France,Apples,2016,1823123.0
596883,France,Apples,2017,1695949.0
596884,France,Apples,2018,1740350.0
596885,France,Apples,2019,1753500.0
597053,France,Apricots,2010,143212.0
597054,France,Apricots,2011,148648.0
597055,France,Apricots,2012,175228.0
597056,France,Apricots,2013,127158.0
597057,France,Apricots,2014,175760.0
597058,France,Apricots,2015,159375.0
597059,France,Apricots,2016,603268.0
597060,France,Apricots,2017,654938.0
597061,France,Apricots,2018,112890.0
597062,France,Apricots,2019,134800.0
597532,France,Bananas,2018,190750.0
597533,France,Bananas,2019,206870.0
597701,France,Barley,2010,10101597.0
597702,France,Barley,2011,8775155.0
597703,France,Barley,2012,11341189.0
597704,France,Barley,2013,10315285.0
597705,France,Barley,2014,11728556.0
597706,France,Barley,2015,13098234.0
597707,France,Barley,2016,10439229.0
597708,France,Barley,2017,12086796.0
597709,France,Barley,2018,11042820.0
597710,France,Barley,2019,13565420.0
600038,France,Coconuts,2010,861.0
600039,France,Coconuts,2011,755.0
600040,France,Coconuts,2012,724.0
600041,France,Coconuts,2013,732.0
600042,France,Coconuts,2014,684.0
600043,France,Coconuts,2015,652.0
600044,France,Coconuts,2016,4577.0
600045,France,Coconuts,2017,4442.0
602063,France,Grapes,2010,5893530.0
602064,France,Grapes,2011,6640980.0
602065,France,Grapes,2012,5384561.0
602066,France,Grapes,2013,5540835.0
602067,France,Grapes,2014,6204909.0
602068,France,Grapes,2015,6258363.0
602069,France,Grapes,2016,6027506.0
602070,France,Grapes,2017,5011054.0
602071,France,Grapes,2018,6267790.0
602072,France,Grapes,2019,5489650.0
602216,France,"Hazelnuts, with shell",2010,10073.0
602217,France,"Hazelnuts, with shell",2011,7337.0
602218,France,"Hazelnuts, with shell",2012,10026.0
602219,France,"Hazelnuts, with shell",2013,8104.0
602220,France,"Hazelnuts, with shell",2014,11053.0
602221,France,"Hazelnuts, with shell",2015,8900.0
602222,France,"Hazelnuts, with shell",2016,12638.0
602223,France,"Hazelnuts, with shell",2017,11111.0
602224,France,"Hazelnuts, with shell",2018,15660.0
602225,France,"Hazelnuts, with shell",2019,11660.0
603396,France,Lentils,2010,19545.0
603397,France,Lentils,2011,23344.0
603398,France,Lentils,2012,25195.0
603399,France,Lentils,2013,22793.0
603400,France,Lentils,2014,22033.0
603401,France,Lentils,2015,22161.0
603402,France,Lentils,2016,23901.0
603403,France,Lentils,2017,39994.0
604021,France,Maize,2010,13975285.0
604022,France,Maize,2011,15914121.0
604023,France,Maize,2012,15393497.0
604024,France,Maize,2013,15041226.0
604025,France,Maize,2014,18343320.0
604026,France,Maize,2015,13716048.0
604027,France,Maize,2016,11839729.0
604028,France,Maize,2017,14534897.0
604029,France,Maize,2018,12580430.0
604030,France,Maize,2019,12845020.0
604165,France,"Maize, green",2010,312341.0
604166,France,"Maize, green",2011,414613.0
604167,France,"Maize, green",2012,366343.0
604168,France,"Maize, green",2013,350774.0
604169,France,"Maize, green",2014,403115.0
604170,France,"Maize, green",2015,373707.0
604171,France,"Maize, green",2016,354330.0
604172,France,"Maize, green",2017,420312.0
604484,France,Millet,2010,37500.0
604485,France,Millet,2011,38000.0
604486,France,Millet,2012,40000.0
604487,France,Millet,2013,40000.0
604488,France,Millet,2014,37000.0
604489,France,Millet,2015,40000.0
604490,France,Millet,2016,41807.0
604491,France,Millet,2017,40604.0
604898,France,Oats,2010,448233.0
604899,France,Oats,2011,318542.0
604900,France,Oats,2012,400802.0
604901,France,Oats,2013,429388.0
604902,France,Oats,2014,442983.0
604903,France,Oats,2015,400103.0
604904,France,Oats,2016,345883.0
604905,France,Oats,2017,537340.0
604906,France,Oats,2018,423250.0
604907,France,Oats,2019,402420.0
605045,France,Oilseeds nes,2010,16267.0
605046,France,Oilseeds nes,2011,16484.0
605047,France,Oilseeds nes,2012,17640.0
605048,France,Oilseeds nes,2013,22089.0
605049,France,Oilseeds nes,2014,16561.0
605050,France,Oilseeds nes,2015,15670.0
605051,France,Oilseeds nes,2016,12201.0
605052,France,Oilseeds nes,2017,21309.0
605053,France,Oilseeds nes,2018,15360.0
605054,France,Oilseeds nes,2019,13700.0
605747,France,Oranges,2010,6074.0
605748,France,Oranges,2011,5985.0
605749,France,Oranges,2012,4213.0
605750,France,Oranges,2013,4116.0
605751,France,Oranges,2014,3657.0
605752,France,Oranges,2015,3672.0
605753,France,Oranges,2016,10478.0
605754,France,Oranges,2017,10842.0
605755,France,Oranges,2018,10090.0
605756,France,Oranges,2019,8890.0
606980,France,Potatoes,2010,6622043.0
606981,France,Potatoes,2011,7440219.0
606982,France,Potatoes,2012,6376058.0
606983,France,Potatoes,2013,6957008.0
606984,France,Potatoes,2014,8085184.0
606985,France,Potatoes,2015,7119837.0
606986,France,Potatoes,2016,6954983.0
606987,France,Potatoes,2017,8547354.0
606988,France,Potatoes,2018,7860380.0
606989,France,Potatoes,2019,8560410.0
608026,France,"Rice, paddy",2010,120170.0
608027,France,"Rice, paddy",2011,130400.0
608028,France,"Rice, paddy",2012,124091.0
608029,France,"Rice, paddy",2013,80801.0
608030,France,"Rice, paddy",2014,83492.0
608031,France,"Rice, paddy",2015,80858.0
608032,France,"Rice, paddy",2016,80297.0
608033,France,"Rice, paddy",2017,92544.0
608034,France,"Rice, paddy",2018,71430.0
608035,France,"Rice, paddy",2019,82570.0
608085,France,"Rice, paddy (rice milled equivalent)",2010,80153.0
608086,France,"Rice, paddy (rice milled equivalent)",2011,86977.0
608087,France,"Rice, paddy (rice milled equivalent)",2012,82769.0
608088,France,"Rice, paddy (rice milled equivalent)",2013,53894.0
608089,France,"Rice, paddy (rice milled equivalent)",2014,55689.0
608090,France,"Rice, paddy (rice milled equivalent)",2015,53932.0
608091,France,"Rice, paddy (rice milled equivalent)",2016,53558.0
608092,France,"Rice, paddy (rice milled equivalent)",2017,61727.0
608093,France,"Rice, paddy (rice milled equivalent)",2018,47644.0
608094,France,"Rice, paddy (rice milled equivalent)",2019,55074.0
608628,France,Soybeans,2010,140059.0
608629,France,Soybeans,2011,122521.0
608630,France,Soybeans,2012,103935.0
608631,France,Soybeans,2013,110072.0
608632,France,Soybeans,2014,227262.0
608633,France,Soybeans,2015,336830.0
608634,France,Soybeans,2016,338955.0
608635,France,Soybeans,2017,415202.0
608636,France,Soybeans,2018,398480.0
608637,France,Soybeans,2019,428530.0
609330,France,Sugar beet,2010,31874920.0
609331,France,Sugar beet,2011,37944864.0
609332,France,Sugar beet,2012,33077399.0
609333,France,Sugar beet,2013,33630536.0
609334,France,Sugar beet,2014,37844567.0
609335,France,Sugar beet,2015,33507670.0
609336,France,Sugar beet,2016,34573877.0
609337,France,Sugar beet,2017,46300141.0
609338,France,Sugar beet,2018,39914030.0
609339,France,Sugar beet,2019,38024390.0
609348,France,Sugar cane,2014,2549823.0
609349,France,Sugar cane,2015,2617722.0
609350,France,Sugar cane,2016,2613055.0
609351,France,Sugar cane,2017,2860410.0
609873,France,"Tobacco, unmanufactured",2010,18428.0
609874,France,"Tobacco, unmanufactured",2011,13999.0
609875,France,"Tobacco, unmanufactured",2012,12397.0
609876,France,"Tobacco, unmanufactured",2013,9634.0
609877,France,"Tobacco, unmanufactured",2014,9825.0
609878,France,"Tobacco, unmanufactured",2015,9655.0
609879,France,"Tobacco, unmanufactured",2016,8602.0
609880,France,"Tobacco, unmanufactured",2017,7896.0
609881,France,"Tobacco, unmanufactured",2018,6910.0
609882,France,"Tobacco, unmanufactured",2019,5320.0
610842,France,Watermelons,2010,15761.0
610843,France,Watermelons,2011,16919.0
610844,France,Watermelons,2012,16147.0
610845,France,Watermelons,2013,14150.0
